test;failure_id;config;exception;message;stacktrace
org.apache.hadoop.io.file.tfile.TestTFileJClassComparatorByteArrays#testFailureCompressionNotWorking;id_000001;[file.bytes-per-checksum=0];org.junit.internal.runners.model.MultipleFailureException;There were 2 errors:,  java.lang.IllegalStateException(bytes per checksum should be positive but was 0),  java.lang.NullPointerException(null);[org.junit.runners.model.MultipleFailureException.assertEmpty(MultipleFailureException.java:102), org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:39), org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306), edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65), edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222)]
org.apache.hadoop.io.file.tfile.TestTFileJClassComparatorByteArrays#testFailureCompressionNotWorking;id_000002;[file.bytes-per-checksum=1215938260];java.lang.NegativeArraySizeException;-1941457548;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.io.file.tfile.TestTFileJClassComparatorByteArrays#testFailureCompressionNotWorking;id_000004;[file.bytes-per-checksum=1650861367];java.lang.OutOfMemoryError;Java heap space;[]
org.apache.hadoop.io.file.tfile.TestTFileStreams#testFailureNegativeOffset;id_000000;[tfile.fs.output.buffer.size=0];org.junit.internal.runners.model.MultipleFailureException;There were 2 errors:,  java.lang.IllegalArgumentException(duration must be positive: 0 MILLISECONDS),  java.lang.NullPointerException(null);[org.junit.runners.model.MultipleFailureException.assertEmpty(MultipleFailureException.java:102), org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:39), org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306), edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65), edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222)]
org.apache.hadoop.io.file.tfile.TestTFileStreams#testFailureNegativeOffset;id_000001;[file.stream-buffer-size=1529787733, tfile.fs.output.buffer.size=729176318];java.lang.NegativeArraySizeException;-1381468863;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.io.file.tfile.TestTFileStreams#testFailureNegativeOffset;id_000002;[tfile.fs.output.buffer.size=0];java.lang.IllegalArgumentException;Buffer size <= 0;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:73), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:433)]
org.apache.hadoop.io.file.tfile.TestTFileStreams#testFailureNegativeOffset;id_000006;[tfile.fs.output.buffer.size=1699563153, file.bytes-per-checksum=497482620];java.lang.OutOfMemoryError;Java heap space;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:75), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:437)]
org.apache.hadoop.io.file.tfile.TestTFileStreams#testTwoEntriesKnownLength;id_000000;[file.bytes-per-checksum=232840736];java.lang.OutOfMemoryError;Java heap space;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.io.file.tfile.TestTFileStreams#testTwoEntriesKnownLength;id_000001;[file.bytes-per-checksum=317766910];java.lang.NegativeArraySizeException;-1435065106;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.io.file.tfile.TestTFileStreams#testTwoEntriesKnownLength;id_000002;[file.stream-buffer-size=1397107163, io.file.buffer.size=1096421803];java.lang.OutOfMemoryError;Java heap space;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:75), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:437)]
org.apache.hadoop.io.file.tfile.TestTFileStreams#testTwoEntriesKnownLength;id_000007;[file.bytes-per-checksum=1459631177];java.lang.OutOfMemoryError;Java heap space;[]
org.apache.hadoop.io.file.tfile.TestVLong#testVLong7Bytes;id_000000;[file.bytes-per-checksum=444699421];java.lang.NegativeArraySizeException;-292672507;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.io.file.tfile.TestVLong#testVLong7Bytes;id_000001;[file.bytes-per-checksum=1081045083];java.lang.OutOfMemoryError;Java heap space;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:75), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:433)]
org.apache.hadoop.io.file.tfile.TestVLong#testVLong7Bytes;id_000002;[file.bytes-per-checksum=965678784];java.lang.OutOfMemoryError;Java heap space;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:75), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:437)]
org.apache.hadoop.io.file.tfile.TestVLong#testVLong7Bytes;id_000004;[io.file.buffer.size=1264800596, file.bytes-per-checksum=145263263];java.lang.OutOfMemoryError;Java heap space;[]
org.apache.hadoop.io.file.tfile.TestVLong#testVLong3Bytes;id_000000;[file.bytes-per-checksum=253248058];java.lang.NegativeArraySizeException;-2015734774;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.io.file.tfile.TestVLong#testVLong3Bytes;id_000001;[file.bytes-per-checksum=1661732782];java.lang.OutOfMemoryError;Java heap space;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.io.file.tfile.TestVLong#testVLong3Bytes;id_000002;[file.bytes-per-checksum=1974042535];java.lang.OutOfMemoryError;Java heap space;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:75), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:437)]
org.apache.hadoop.io.file.tfile.TestVLong#testVLong3Bytes;id_000003;[io.file.buffer.size=279809040, file.bytes-per-checksum=594024615];java.lang.OutOfMemoryError;Java heap space;[]
org.apache.hadoop.io.file.tfile.TestVLong#testVLong4Bytes;id_000000;[file.bytes-per-checksum=1707897680];java.lang.NegativeArraySizeException;-1808790064;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.io.file.tfile.TestVLong#testVLong4Bytes;id_000001;[file.stream-buffer-size=1612408964, file.bytes-per-checksum=68659536];java.lang.OutOfMemoryError;Java heap space;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:75), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:437)]
org.apache.hadoop.io.file.tfile.TestVLong#testVLong4Bytes;id_000003;[file.stream-buffer-size=1612394421, file.bytes-per-checksum=60336464];java.lang.OutOfMemoryError;Java heap space;[]
org.apache.hadoop.io.file.tfile.TestVLong#testVLong5Bytes;id_000000;[fs.automatic.close=true, hadoop.security.dns.log-slow-lookups.enabled=true, io.file.buffer.size=1440691531, hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback, hadoop.security.groups.cache.warn.after.ms=1519449972];java.lang.OutOfMemoryError;Java heap space;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:75), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:433)]
org.apache.hadoop.io.file.tfile.TestVLong#testVLong5Bytes;id_000001;[file.bytes-per-checksum=1888575291];java.lang.NegativeArraySizeException;-182691565;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.io.file.tfile.TestVLong#testVLong5Bytes;id_000003;[file.bytes-per-checksum=213616372];java.lang.OutOfMemoryError;Java heap space;[]
org.apache.hadoop.io.file.tfile.TestTFileComparator2#testSortedLongWritable;id_000000;[io.file.buffer.size=1392913750];java.lang.NegativeArraySizeException;-1990066822;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.io.file.tfile.TestTFileComparator2#testSortedLongWritable;id_000001;[tfile.io.chunk.size=1192718771, tfile.fs.output.buffer.size=825169625];java.lang.OutOfMemoryError;Java heap space;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:75), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:437)]
org.apache.hadoop.io.file.tfile.TestTFileComparator2#testSortedLongWritable;id_000004;[file.bytes-per-checksum=2126669849];java.lang.OutOfMemoryError;Java heap space;[]
org.apache.hadoop.fs.viewfs.TestViewFsWithAuthorityLocalFs#testResolvePathDanglingLink;id_000000;[hadoop.security.auth_to_local.mechanism=MIT, hadoop.security.groups.cache.secs=1258540507, fs.client.resolve.remote.symlinks=false, fs.viewfs.mounttable.mycluster.link./internalDir/internalDir2/linkToDir3=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/iY5tEDPGd0/dir3, fs.viewfs.mounttable.mycluster.link./targetRoot=file:///mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/iY5tEDPGd0, fs.viewfs.mount.links.as.symlinks=true, hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1], hadoop.security.groups.cache.background.reload=true, fs.viewfs.mounttable.mycluster.link./internalDir/linkToDir2=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/iY5tEDPGd0/dir2, hadoop.user.group.static.mapping.overrides=dr.who=;, fs.viewfs.mounttable.mycluster.link./linkToAFile=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/iY5tEDPGd0/aFile, fs.viewfs.mounttable.mycluster.link./data=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/iY5tEDPGd0/data, hadoop.kerberos.keytab.login.autorenewal.enabled=true, hadoop.security.groups.negative-cache.secs=23326284, fs.creation.parallel.count=1756784549, fs.viewfs.rename.strategy=SAME_MOUNTPOINT, hadoop.security.dns.log-slow-lookups.threshold.ms=335005287, fs.viewfs.mounttable.mycluster.link./danglingLink=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/iY5tEDPGd0/missingTarget, hadoop.security.authentication=simple, hadoop.security.dns.log-slow-lookups.enabled=false, hadoop.security.groups.cache.background.reload.threads=1913758551, fs.local.block.size=421252620, fs.AbstractFileSystem.file.impl=org.apache.hadoop.fs.local.LocalFs, hadoop.security.token.service.use_ip=false, hadoop.kerberos.min.seconds.before.relogin=101672664, fs.viewfs.mounttable.mycluster.link./user2=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/iY5tEDPGd0/user, fs.viewfs.mounttable.default.name.key=mycluster, fs.permissions.umask-mode=700, hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback, fs.AbstractFileSystem.viewfs.impl=org.apache.hadoop.fs.viewfs.ViewFs, fs.viewfs.mounttable.mycluster.link./user=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/iY5tEDPGd0/user, hadoop.security.groups.cache.warn.after.ms=1471544871];java.io.FileNotFoundException;File /mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/4gnwQjJrpP/missingTarget does not exist;[org.apache.hadoop.fs.RawLocalFileSystem.deprecatedGetFileStatus(RawLocalFileSystem.java:779), org.apache.hadoop.fs.RawLocalFileSystem.getFileLinkStatusInternal(RawLocalFileSystem.java:1100), org.apache.hadoop.fs.RawLocalFileSystem.getFileStatus(RawLocalFileSystem.java:769), org.apache.hadoop.fs.DelegateToFileSystem.getFileStatus(DelegateToFileSystem.java:128), org.apache.hadoop.fs.FilterFs.getFileStatus(FilterFs.java:124)]
org.apache.hadoop.fs.viewfs.TestViewFsWithAuthorityLocalFs#testInternalDeleteExisting2;id_000000;[hadoop.security.auth_to_local.mechanism=MIT, hadoop.security.groups.cache.secs=1718263467, fs.client.resolve.remote.symlinks=false, fs.viewfs.mounttable.mycluster.link./internalDir/internalDir2/linkToDir3=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/GoKmfmQ6aw/dir3, fs.viewfs.mounttable.mycluster.link./targetRoot=file:///mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/GoKmfmQ6aw, fs.viewfs.mount.links.as.symlinks=false, hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1], hadoop.security.groups.cache.background.reload=false, fs.viewfs.mounttable.mycluster.link./internalDir/linkToDir2=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/GoKmfmQ6aw/dir2, hadoop.user.group.static.mapping.overrides=dr.who=;, fs.viewfs.mounttable.mycluster.link./linkToAFile=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/GoKmfmQ6aw/aFile, fs.viewfs.mounttable.mycluster.link./data=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/GoKmfmQ6aw/data, hadoop.kerberos.keytab.login.autorenewal.enabled=true, hadoop.security.groups.negative-cache.secs=541733075, fs.creation.parallel.count=1086343117, fs.viewfs.rename.strategy=SAME_TARGET_URI_ACROSS_MOUNTPOINT, hadoop.security.dns.log-slow-lookups.threshold.ms=1704338679, fs.viewfs.mounttable.mycluster.link./danglingLink=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/GoKmfmQ6aw/missingTarget, hadoop.security.authentication=simple, hadoop.security.dns.log-slow-lookups.enabled=false, hadoop.security.groups.cache.background.reload.threads=1741620657, fs.local.block.size=2072351230, fs.AbstractFileSystem.file.impl=org.apache.hadoop.fs.local.LocalFs, hadoop.security.token.service.use_ip=false, hadoop.kerberos.min.seconds.before.relogin=700261809, fs.viewfs.mounttable.mycluster.link./user2=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/GoKmfmQ6aw/user, fs.viewfs.mounttable.default.name.key=mycluster, fs.permissions.umask-mode=770, hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback, fs.AbstractFileSystem.viewfs.impl=org.apache.hadoop.fs.viewfs.ViewFs, fs.viewfs.mounttable.mycluster.link./user=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/GoKmfmQ6aw/user, hadoop.security.groups.cache.warn.after.ms=1825014615];org.apache.hadoop.security.AccessControlException;Cannot delete internal mount table directory: /internalDir/linkToDir2;[org.apache.hadoop.fs.viewfs.ViewFs.delete(ViewFs.java:372), org.apache.hadoop.fs.FileContext$5.next(FileContext.java:845), org.apache.hadoop.fs.FileContext$5.next(FileContext.java:841), org.apache.hadoop.fs.FSLinkResolver.resolve(FSLinkResolver.java:90), org.apache.hadoop.fs.FileContext.delete(FileContext.java:847)]
org.apache.hadoop.fs.viewfs.TestViewFsWithAuthorityLocalFs#testInternalMkdirSlash;id_000000;[hadoop.security.auth_to_local.mechanism=MIT, hadoop.security.groups.cache.secs=468011684, fs.client.resolve.remote.symlinks=false, fs.viewfs.mounttable.mycluster.link./internalDir/internalDir2/linkToDir3=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/gZwyAZpyJH/dir3, fs.viewfs.mounttable.mycluster.link./targetRoot=file:///mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/gZwyAZpyJH, fs.viewfs.mount.links.as.symlinks=true, hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1], hadoop.security.groups.cache.background.reload=false, fs.viewfs.mounttable.mycluster.link./internalDir/linkToDir2=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/gZwyAZpyJH/dir2, hadoop.user.group.static.mapping.overrides=dr.who=;, fs.viewfs.mounttable.mycluster.link./linkToAFile=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/gZwyAZpyJH/aFile, fs.viewfs.mounttable.mycluster.link./data=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/gZwyAZpyJH/data, hadoop.kerberos.keytab.login.autorenewal.enabled=true, hadoop.security.groups.negative-cache.secs=1689031712, fs.creation.parallel.count=930914870, fs.viewfs.rename.strategy=SAME_TARGET_URI_ACROSS_MOUNTPOINT, hadoop.security.dns.log-slow-lookups.threshold.ms=1882323496, fs.viewfs.mounttable.mycluster.link./danglingLink=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/gZwyAZpyJH/missingTarget, hadoop.security.authentication=simple, hadoop.security.dns.log-slow-lookups.enabled=true, hadoop.security.groups.cache.background.reload.threads=970101539, fs.local.block.size=1369192639, fs.AbstractFileSystem.file.impl=org.apache.hadoop.fs.local.LocalFs, hadoop.security.token.service.use_ip=false, hadoop.kerberos.min.seconds.before.relogin=916495121, fs.viewfs.mounttable.mycluster.link./user2=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/gZwyAZpyJH/user, fs.viewfs.mounttable.default.name.key=mycluster, fs.permissions.umask-mode=755, hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback, fs.AbstractFileSystem.viewfs.impl=org.apache.hadoop.fs.viewfs.ViewFs, fs.viewfs.mounttable.mycluster.link./user=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/gZwyAZpyJH/user, hadoop.security.groups.cache.warn.after.ms=1962931846];org.apache.hadoop.security.AccessControlException;InternalDir of ViewFileSystem is readonly, operation mkdir not permitted on path /.;[org.apache.hadoop.fs.viewfs.ViewFs.readOnlyMountTable(ViewFs.java:177), org.apache.hadoop.fs.viewfs.ViewFs.readOnlyMountTable(ViewFs.java:183), org.apache.hadoop.fs.viewfs.ViewFs$InternalDirOfViewFs.mkdir(ViewFs.java:1287), org.apache.hadoop.fs.viewfs.ViewFs.mkdir(ViewFs.java:545), org.apache.hadoop.fs.FileContext$4.next(FileContext.java:809)]
